CATEGORY NAME,BRAND,PLCDE,PLDESC,PLTEXT,SIZE,PRICE, VAT,    RRP,B,F,G,O,S,V
FRUIT & VEGETABLE JUICES,FROBISHERS,JU136,Pear juice,,24 X 250ML,19.41,1,1.33,,,G,,,V
BAGS; BOXES AND BASKETS,SUMA,NF145,Polypropylene Bags 13 in.,6 x 8 x 13.5 inch,1000,38.32,1,,,,G,,,V
CHOCOLATE,GREEN & BLACKS,KB942,Miniature Collection; Dark,,12 X 180G,48.68,1,6.49,,F,G,O,S,V
HERBS & SPICES - PREPACKED,SUMA,HE147,Mixed Herbs,,6 X 20G,3.82,,0.85,,,G,,,V
FRUIT & VEGETABLE JUICES,FRUIT PASSION,JU173,Orange Juice,Tetrapack,12 X 1L,14.3,1,1.89,,F,G,,,V
NUTS & SEEDS,GOOD HEMP FOOD,NU132,Shelled Hemp Seeds,,6 X 200G,14.36,,3.19,,,,,,
HERB & FRUIT INFUSIONS,HAMBLEDEN TEAS,TE604,Lemon Verbena - og,,6 X 20BAGS,8.95,,1.99,,,G,O,,V
SUPPLEMENTS & REMEDIES,HIGHER NATURE,BK128,Citricidal Info Leaflet,,EACH,0,,,,,,,,
NON-DAIRY DESSERTS (FROZEN),MOSHI MONSTERS,XL395,Tropical Ice Lollies,,30 X 60ML,18.5,1,0.99,,,G,,,V
FRUIT & VEGETABLE JUICES,BEET IT,JU453,Beetroot Juice - og,,6 X 750ML,9.73,1,2.59,,,G,O,,V
FRUIT JUICE CONCS & CORDIALS,BELVOIR,JU198,Apple; Plum & Cinnamon Cordial,,6 X 500ML,16.83,1,4.49,,,G,,S,V
PAPER PRODUCTS & STATIONERY,ECOLEAF FROM SUMA,NF091,Ecoleaf 3 Ply Kitchen Towels,100% Compostable/Recycled,12 X 2 ROLLS,11.92,1,1.59,,,,,,
HONEY,LITTLEOVER APIARIES,HY009,Traditional Honey Clear,,6 X 340,11.57,,2.56,,,G,,,
BODYCARE,LAVERA,DY204,Lip Balm Repair,plus vitamins,6 X 4.5G,15.48,1,4.65,,,,O,,
PEANUT; SEED & NUT BUTTERS,MERIDIAN,GH056,Almond Butter Crunchy Natural,,6 X 170G,12.55,,2.79,,,G,,,V
CRISPS & SNACKS,SUMA PREPACKS,ZX088,Trail Mix,,6 X 125G,5.81,,1.29,,,G,,S,
CHOCOLATE,MONTEZUMA'S,KB191,Milk Chocolate,,12 X 100G,17.38,1,2.39,,,G,O,S,
FRUIT - DRIED,PEARLS OF SAMARKAND,DR215,White Mulberries,,7 X 100G,12.11,,2.49,,,G,O,,V
SNACK BARS & FLAPJACKS,NAKD,KB496,Banana Crunch,added protein crunchies,18 X 30G,9.7,1,0.89,,,G,,,V
PICKLES; CHUTNEYS & MUSTARDS,BIONA,LJ664,Harissa Relish - prepared,Organic,6 X 125G,11.66,,2.59,,,G,O,,V
BODYCARE,NATURTINT,DY831,3N Dark Chestnut Brown,,1 X 155ML,5.95,1,10.33,,,G,,,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM066,Euro Gold:Multivits & Mins,complete 1 a day + probiotic,1 X 30,4.75,1,8.5,,,G,,,
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE443,Green Tea,,4 X 15 BAGS,11.5,,3.85,,,G,O,,V
INDIAN FOOD,PATAKS,VF293,Pappadums - Plain,,12 X 100G,12.39,,1.39,,,,,,V
NUTS & SEEDS,SUMA COMMODITIES,NU058,Pistachio - roasted & salted,,10 KG,116,,,,,G,,,V
DESSERTS,PROVAMEL,SY780,Soya Dessert - Chocolate,new recipe;gluten & wheat free,6 X 4X125G,7.88,,1.75,,,G,,S,V
MEATLESS SUBSTITUTES (CHILLED),THE REAL LANCASHIRE PUDDING CO,CV999,V Pud,Vegetarian Black Pudding,200G,1.25,,1.65,,,,,,V
TEAS,QI,TE821,Oolong Digestif Blend,Envelope; string and tagged,6 X 20 BAGS,9.41,,2.09,,,G,O,,V
COFFEE,SOURCE CLIMATE CHANGE COFFEE,TE272,Medium Roast Ground,La Sierra Cloud Forest,6 X 227G,19.32,,4.29,,,G,O,,V
GRAINS,SUMA PREPACKS - ORGANIC,QS213,Rice - white basmati; organic,,6 X 750G,14.64,,3.25,,,G,O,,V
DESSERTS & PUDDINGS (CHILLED),RACHELS DAIRY,CV257,Organic Creamy Rice Dessert,,6 X 500G,10.6,,2.35,,,G,O,S,
BISCUITS CRACKERS & CRISPBREAD,KALLO,BT215,Savoury Thick Rice Cakes,with Yeast Extract,12 X 110G,17.18,1,2.29,,,G,,,V
BISCUITS CRACKERS & CRISPBREAD,SAF EXPRESS,BT334,Raw Banana Granola Bites,,12 X 80G,36.34,,4.05,,,G,,,V
OLIVES,ORGANICO,KJ412,Provencale Olives,Pitted;Extra Virgin Olive Oil,6 X 245G,15.53,,3.45,,,G,O,,V
SOUPS,NATURES STORE,VF103,Cream of Vegetable Soup G/F,gluten free,6 X 80G,8.32,,1.85,,,G,,S,V
GRAINS,SEEDS OF CHANGE,QS089,Mexican Style Rice,Ready to heat (pouch),6 X 240G,12.1,,2.69,,,,O,,V
FRUIT & VEGETABLE JUICES,STUTE,JU604,Superior Cranberry Juice Drink,,8 X 1L,7.45,1,1.49,,,G,,S,V
PROMOTIONAL MATERIALS,SUMA,BK600,Suma A3 Fair Trade Poster,,EACH,0,1,,,,,,,
FRUIT (FROZEN),WINDMILL HILL,XL283,British Summer Fruits,,12 X 330G,24,,2.66,,,G,,,V
HERB & FRUIT INFUSIONS,CLIPPER,TE011,Redbush - og,,6 X 80 BAGS,16.65,,3.7,,,G,O,,V
PICKLES; CHUTNEYS & MUSTARDS,DUCHY ORIGINALS,KJ182,Harvest Chutney - Organic,,6 X 310G,14.22,,3.15,,,G,O,S,V
HERB & FRUIT INFUSIONS,TWININGS,TE093,Nettle & Peppermint,,4 X 20BAGS,5.95,,1.97,,,G,,,V
BODYCARE,URTEKRAM,DY249,Hair Conditioner,,6 X 245ML,18.52,1,5.29,,,,O,,V
SHERRY; PORT & DESSERT WINE,,RS067,Terra Prima Port - og,,1 X 75CL,14.36,1,22.92,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU230,Walnuts - light amber pieces,,1 KG,9.59,,,,,G,,,V
BODYCARE,WELEDA,DY544,Wild Rose Smoothing Masque,replaces Intensive Face Mask,6 X 30ML,45.25,1,12.75,,,,,,V
CHEESE SUBSTITUTES (CHILLED),BUTE ISLAND FOODS,CV300,Sheese - Medium Cheddar (Red),,6 X 227G,11.19,,2.49,,,G,,,V
BODYCARE,WELEDA,DY723,Wild Rose Facial Tester,Wild Rose Facial Tester,EACH,8.14,1,11.95,,,,,,V
SOFT DRINKS,BIONA,JU183,Coconut Water - og,Cans,12 X 330ML,12.38,1,1.65,,,G,O,,V
SHEEPS MILK PRODUCTS (CHILLED),WOODLANDS DAIRY,CV022,Natural Sheeps Yoghurt,,6 X 140G,4.28,,0.95,,,G,,,
DAIRY DESSERTS (FROZEN),YORVALE,XL421,Double Chocolate Ice Cream,Luxury Ice Cream,6 X 500ML,12.43,1,3.39,,,G,,S,
CHEESE SUBSTITUTES (CHILLED),BUTE ISLAND FOODS,CV288,Strong Cheddar Style (Melty),,6 X 227G,11.89,,2.65,,,G,,,V
MEATLESS SUBSTITUTES (CHILLED),CAULDRON,CV160,Cumberland Vegetarian Sausages,6 X 46g sausages per pack,4 X 275G,7.81,,2.6,,,,,,
CHEESE; COWS MILK (CHILLED),HIGH WEALD DAIRY,CV158,Saint Giles Organic Cheese,Semi soft creamy cheese,PER KG,13.7,,20.55,,,G,O,,
HOUSEHOLD CLEANING PRODUCTS,ECOLEAF,HJ080,Laundry Liquid - concentrate,Fresh Linen - 25 washes,8 X 750ML,24.79,1,4.99,,,,,,V
COFFEE,CLIPPER,TE724,Instant - fairtrade & organic,Pure Arabica - freezedried,4 X 500G,64,,21.45,,F,G,O,,V
PEANUT; SEED & NUT BUTTERS,CARLEY'S,GH024,Almond Butter- Organic,,6 X 170G,16.31,,3.75,,,G,O,,V
GRAINS,SUMA COMMODITIES,QS031,Pearl Couscous,,15 KG,29.1,,,,,,,,V
DESSERTS,SUMA PREPACKS,VF075,Custard Powder,Gluten Free,6 X 500G,12.6,,2.79,,,G,,,V
READY MEALS (FROZEN),AMY'S KITCHEN,XL438,Gluten-Free Manhattan Burger,Veggie Burger,12 X 270G,39.06,,4.35,,,G,,,V
BISCUITS CRACKERS & CRISPBREAD,DUCHY ORIGINALS,BT418,Oaten Biscuits,,12 X 150G,24,,2.75,,,,O,,
CHOCOLATE,DIVINE,KB287,Dubble White Chocolate,With Crispy Rice Crunch,30 X 33G,14.52,1,0.79,,F,,,S,
HOUSEHOLD PRODUCTS,ECOVER,HJ051,Room Fragrance - Lemontree,,3 X 250ML,29.32,1,15.65,,,,,,V
HERBS & SPICES - BULK,BULK ORGANIC,HE732,Turmeric - OG,,500G,6.35,,,,,G,O,,V
SUGARS & SYRUPS,TRAIDCRAFT,LJ880,Sugar - Dark Muscovado Sugar,,6 X 500G,6.29,,1.39,,F,G,,S,V
BODYCARE,FAITH,DY918,Loose Soap - Coconut,,18 X 100G,12.23,1,1.08,,,,,,V
HERB & FRUIT INFUSIONS,FRUIT BROO,TE140,Apple Ginger & Spice,,8 X 100ML,3.95,1,0.85,,,G,,,
PATES; DIPS & TAPAS (CHILLED),FLORENTIN,CV125,Hummus Trio Pack,3 flavours of hummus,6 X 250G,15.59,,3.45,,,G,O,,V
FRUIT & VEGETABLE JUICES,FROBISHERS,JU214,Pineapple Juice,,24 X 250ML,19.41,1,1.33,,,G,,,V
VINEGARS,ASPALL,KJ067,Cyder Vinegar,,5L,8.99,,11.99,,,G,,,V
CHOCOLATE,GREEN & BLACKS,KB132,Dark Chocolate & Ginger,,15 X 100G,21.44,1,2.29,,F,G,O,S,
HERBS & SPICES - PREPACKED,SUMA,HE148,Mixed Spice,,6 X 50G,3.82,,0.85,,,G,,,V
BAKING SUNDRIES,BARKAT,LJ002,Gluten Free Baking Powder,,6 X 100G,6.66,,1.49,,,G,,,V
SUPERFOODS & SPORTS NUTRITION,GOOD HEMP NUTRITION,MD051,Weight Check Shake - Chocolate,,1 X 900G,26.79,,39.99,,,,,,V
HERB & FRUIT INFUSIONS,HAMBLEDEN TEAS,TE605,Lime Flower - organic,,6 X 20 BAGS,8.95,,1.99,,,G,O,,V
COFFEE SUBSTITUTES,BIOFORCE,TE368,Bambu,,6 X 100G,18,,3.99,,,,,,V
SUPPLEMENTS & REMEDIES,HIGHER NATURE,VM040,Citricidal,,1 X 100ML,10.69,1,19.15,,,G,,,V
HERB & FRUIT INFUSIONS,HEATH AND HEATHER,TE412,Green Rooibos - og,,12 X 20 BAGS,17.01,,1.89,,,G,O,,V
NON-DAIRY DESSERTS (FROZEN),IT'S ONLY NATURAL,XL121,Fruit Freezie Orange & Mango,,24 X 80ML,13.75,1,0.99,,,G,,,V
FRUIT & VEGETABLE JUICES,BEET IT,JU204,Beetroot Juice with Ginger,,6 X 750ML,11.45,1,3.05,,,G,O,,V
MAYONNAISE & SALAD DRESSINGS,KITE,KJ534,Mayonnaise,Free range unpasturised eggs,6 X 325G,9.8,,2.19,,,G,,,
FRUIT JUICE CONCS & CORDIALS,BELVOIR,JU234,Blueberry Blackcurrant Cordial,,6 X 500ML,16.83,1,4.49,,,G,,S,V
HONEY,LITTLEOVER APIARIES,HY070,English Clear Honey,,4 X 340G,13.09,,4.36,,,G,,,
BODYCARE,LAVERA,DY189,Hair Styling Mousse,extra strong; volume & shine,4 X 150ML,22.08,1,9.95,,,G,O,,
PEANUT; SEED & NUT BUTTERS,MERIDIAN,GH060,Almond Butter Smooth,,6 X 170G,12.55,,2.79,,,G,,,V
NUTS & SEEDS,SUMA PREPACKS,NU091,Mixed nuts,,6 X 125G,8.09,,1.79,,,G,,,V
CHOCOLATE,MONTEZUMA'S,KB809,Milk Chunky Egg,,6 X 150G,26.16,1,7.99,,,G,O,S,
BODYCARE,SIMPLY GENTLE,DY098,Organic Cotton Wool Balls,,12 X 100,13.92,1,1.99,,,,O,,
SNACK BARS & FLAPJACKS,NAKD,KB108,Banana Bread Wholefood Bar,,18 X 30G,7.31,1,0.65,,,,,,V
BODYCARE,NATURTINT,DY826,1N Ebony Black,,1 X 155ML,5.95,1,10.33,,,G,,,V
HOUSEHOLD CLEANING PRODUCTS,BIO D,HJ119,Handwash - Lime & Aloe Vera,Anti Bacterial,6 X 500ML,14,1,3.75,,,,,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE432,Power Blend,,4 X 15 BAGS,11.5,,3.85,,,G,O,,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM088,Glucosamine Hydrochloride,500mg Plant sourced,60 CAPS,5.72,1,10.25,,,,,,V
INDIAN FOOD,PATAKS,KJ110,Punjabi 5 Spices Stir Fry,,10 X 140G,9.52,,1.19,,,,,,
NUTS & SEEDS,SUMA PREPACKS,NU175,Pistachio - roasted & salted,,6 X 250G,21.17,,4.69,,,G,,,V
DESSERTS,PROVAMEL,SY070,Soya Dessert - Cappuccino,,6 X 4X125G,7.88,,1.75,,,G,O,S,V
SUPPLEMENTS & REMEDIES,PUKKA,MD056,Organic Aloe Vera Juice,,6 X 1L,71.34,1,20.99,,,G,O,,V
TEAS,QI,TE583,Fairtrade Detox Tea,Envelope; string and tagged,6 X 25BAGS,7.62,,1.69,,F,G,O,,V
GRAINS,SUMA COMMODITIES,QS501,Rice - white pudding,,25 KG,35.7,,,,,,,,
MILK - FRESH (CHILLED),RACHELS DAIRY,CV389,Org Semi Skimmed Fresh Milk,,6 X 1L,5.24,,1.17,,,G,O,,
BISCUITS CRACKERS & CRISPBREAD,KALLO,BT036,Thick Slice Sesame Rice Cake,Salted,6 X 130G,6.66,,1.48,,,G,O,,V
COFFEE,SUMA,TE113,Swiss Water Decaff Beans,Strength 4,1 KG,14.92,,,,F,G,O,,V
OILS & FATS,BIO PLANETE,GT136,Peanut Oil - og,,6 X 500ML,51.71,,11.49,,,G,O,,V
BISCUITS CRACKERS & CRISPBREAD,SAF EXPRESS,BT368,Raw Beetroot & Rosemary Cracks,,12 X 80G,36.34,,4.05,,,G,,,V
SOUPS,NATURES STORE,VF101,Tomato & Basil Soup G/F,gluten free,6 X 80G,8.32,,1.85,,,G,,S,V
PASTA,SEEDS OF CHANGE,WT007,Penne - og,,6 X 500G,10.58,,2.35,,,,O,,V
JAMS & FRUIT SPREADS,STUTE,JS116,Diabetic Marmalade - Fine Cut,,6 X 430G,8.78,,1.95,,,G,,,V
BODYCARE,SUMA GLYCERINE SOAP,DY540,Grapefruit & Aloe Vera Soap,No artificial colour;fragrance,12 X 90G,9.8,1,1.39,,,,,,V
HERBS & SPICES - PREPACKED,ATLANTIC KELP COMPANY,HE012,Dried & Ground Seaweed Organic,,1 X 120G,3.59,,4.79,,,G,O,,V
TEAS,CLIPPER,TE301,White Tea with Lemon,,6 X 26 BAGS,8.54,,1.9,,,G,O,,V
PICKLES; CHUTNEYS & MUSTARDS,DUCHY ORIGINALS,KJ183,Wholegrain Mustard + Ruby Ale,,6 X 170G,11.55,,2.59,,,,O,,V
HERB & FRUIT INFUSIONS,TWININGS,TE268,Camomile - og,,4 X 20BAGS,7.79,,2.59,,,G,O,,V
BODYCARE,URTEKRAM,DY238,Creme Deodorant,,6 X 50ML,15.72,1,4.49,,,,O,,V
WINES,RED WINE,RS147,Rioja - Usoa de Bagordi,,1 X 75CL,6.56,1,10.49,,,G,O,,V
NUTS & SEEDS,SUMA COMMODITIES,NU073,Walnuts - light amber halves,light light ambers,10 KG,79.5,,,,,G,,,V
BODYCARE,WELEDA,DY646,Pomegranate Creamy Body Wash,softens skin;stimulates senses,6 X 200ML,31.32,1,8.95,,,,,,V
SUPPLEMENTS & REMEDIES,WELEDA,DY155,Arnica Massage Balm,muscular & rheumatic pain,6 X 100ML,38.34,1,10.95,,,,,,V
FRUIT & VEGETABLE JUICES,BIONA,JU184,Beetroot juice; pressed - og,,12 X 500ML,14.92,1,1.99,,,G,O,,V
FLAKES; BRANS & WHEATGERM,SUMA PREPACKS - ORGANIC,FX067,Bran Sticks - organic,,6 X 250G,6.73,,1.49,,,,O,,V
SHEEPS MILK PRODUCTS (CHILLED),WOODLANDS DAIRY,CV420,Nat Sheeps Yoghurt - organic,,6 X 450G,11.51,,2.56,,,G,O,,
DAIRY DESSERTS (FROZEN),YORVALE,XL419,Yoryog Raspberry Frozen Yogurt,Luxury Frozen Yoghurt,6 X 500ML,12.43,1,3.39,,,G,,S,
CHEESE SUBSTITUTES (CHILLED),BUTE ISLAND FOODS,CV294,Smoked Cheddar Style (Melty),,6 X 227G,12.53,,2.79,,,G,,,V
TOFU (CHILLED),CAULDRON,CV326,Org Italian Herb Tofu,,6 X 250G,11.76,,2.6,,,,O,,V
CHEESE; COWS MILK (CHILLED),HIGH WEALD DAIRY,CV157,Org Smoked Ashdown Foresters,Organic Cheese,PER KG,14.5,,21.69,,,G,O,,
HOUSEHOLD CLEANING PRODUCTS,ECOLEAF,HJ126,Laundry Liquid Sample,,100 ML,0.65,1,,,,,,,V
TEAS,CLIPPER,TE149,Fairtrade Everyday blend,Envelope; string & tagged,250 BAGS,14.7,,,,F,G,,,V
PEANUT; SEED & NUT BUTTERS,CARLEY'S,GH025,Cashew Butter- Organic,,6 X 170G,18.92,,4.35,,,G,O,,V
GRAINS,SUMA BAGGED DOWN,QS032,Pearl Couscous,,3 KG,7.79,,,,,,,,V
SOFT DRINKS,COCOWELL,JU613,Pure Coconut Water,,12 X 330ML,13.71,1,1.83,,,G,,,V
CONVENIENCE FOODS,AMY'S KITCHEN,VF008,Medium Chilli,,6 X 416G,8.58,,1.95,,,G,,,V
BISCUITS CRACKERS & CRISPBREAD,DUCHY ORIGINALS,BT417,Orange Biscuits Dark Choc,,12 X 100G,26.28,1,3.49,,,,O,S,
BODYCARE,LAVERA,DY081,Shaving Foam,,4 X 150ML,15.44,1,6.95,,,,O,,
GRAINS,DOVES FARM,QS113,Quinoa Grain - G/F; Org,,6 X 130G,14.8,,3.29,,,G,O,,V
CHRISTMAS FOOD,DUCHY ORIGINALS,BT176,Organic Christmas Pudding,,6 X 907G,78,,17.45,,,,O,,
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ254,Liquid Hand Soap,Lavender & Aloe Vera,6 X 250ML,11.95,1,3.19,,,,,,V
WINES,RED WINE,RS033,Les Cedres du Liban,Cave Coteaux Heliopolis,1 X 75CL,11.89,1,18.99,,F,G,,,V
COFFEE,CAFEDIRECT,TE493,Decaffeinated Roast & Ground,,6 X 227G,22.2,,4.93,,F,G,,,V
VINEGARS,ASPALL,KJ481,Cyder Vinegar - organic,,6 X 350ML,7.61,,1.69,,,G,O,,V
BODYCARE,FAITH,DY909,Wrapped Soap - Coconut,,6 X 100G,4.86,1,1.38,,,,,,V
SNACK BARS & FLAPJACKS,FRUIT BOWL,KB864,Blackcurrant School Bars,Blackcurrant,24 X 20G,7.71,1,0.45,,,,,,
PATES; DIPS & TAPAS (CHILLED),FLORENTIN,CV571,Yummy Yams,New size and shape Yam Nuggets,6 X 240G,13.39,,2.99,,,G,O,,V
FRUIT & VEGETABLE JUICES,FROBISHERS,JU012,Apple; Banana; Blackcurrant,,12 X 250ML,10.84,1,1.45,,,G,,,V
MAYONNAISE & SALAD DRESSINGS,REALLY NOT DAIRY,KJ091,Roasted Garlic Mayo,egg;celery;gluten & soya free,6 X 280G,6.58,,1.49,,,G,,S,V
HERBS & SPICES - PREPACKED,SUMA,HE149,Mustard Seeds - black,,6 X 50G,3.82,,0.85,,,G,,,V
SUPPLEMENTS & REMEDIES,BIOFORCE,MD670,Echinaforce - organic,,6 X 50ML,34,1,9.1,,,G,O,,V
INCENSE,GREATER GOODS,NF119,Mother's Incense Fan - Mixed,7 Fragrances per fan,1 X FAN,2.57,1,4.15,,F,,,,
SUPERFOODS & SPORTS NUTRITION,GOOD HEMP NUTRITION,MD052,Weight Check Shake Strawberry,,1 X 900G,26.79,,39.99,,,,,,V
HERB & FRUIT INFUSIONS,HAMBLEDEN TEAS,TE433,Nettle - og,,6 X 20BAGS,8.95,,1.99,,,G,O,,V
SUPPLEMENTS & REMEDIES,HIGHER NATURE,MD016,Dinochews Multi Vit & Mineral,Chewable Dinosaurs for Kids,90 TABS,7.92,1,14.2,,,G,,,V
HERB & FRUIT INFUSIONS,HEATH AND HEATHER,TE413,Lemon & Ginger - og,,12 X 20 BAGS,17.01,,1.89,,,G,O,,V
NON-DAIRY DESSERTS (FROZEN),IT'S ONLY NATURAL,XL396,Berry Pure Fruit Sorbet,,12 X 100ML,13.25,1,1.89,,,G,,,V
FRUIT & VEGETABLE JUICES,BEET IT,JU338,Beetroot Juice with Ginger,,12 X 250ML,11.42,1,1.52,,,G,O,,V
NON-DAIRY DESSERTS (FROZEN),ICE DELIGHT,XL234,Blackcurrant Iced Dessert,,6 X 550ML,15.1,1,3.99,,,G,,S,V
MAYONNAISE & SALAD DRESSINGS,KITE,KJ536,Mayonnaise organic,Free range unpasturised eggs,6 X 150G,8.04,,1.79,,,G,O,,
HONEY,LITTLEOVER APIARIES,HY052,Organic Forest Honey,,4 X 340G,11.42,,3.79,,,G,O,,
PEANUT; SEED & NUT BUTTERS,MERIDIAN,GH054,Almond Butter Smooth,Price marked pack,6 X 280G,18,,4,,,G,,,V
FRUIT - DRIED,SUMA PREPACKS,DR119,Vine Fruit Mix,,6 X 500G,13.73,,3.05,,,G,,,V
CHOCOLATE,MONTEZUMA'S,KB099,Medium Truffle Box,,5 X 160G,29.15,1,10.99,,,G,,,
BODYCARE,SIMPLY GENTLE,DY097,Cotton Buds - organic,,24 X 200,29.28,1,2.09,,,,O,,V
SNACK BARS & FLAPJACKS,NAKD,KB756,Berry Delight Bar,,18 X 35G,9.72,1,0.85,,,G,,,V
BODYCARE,NATURTINT,DY876,Fireland I-6.66,,1 X 155ML,5.95,1,10.33,,,G,,,V
INDIAN FOOD,PATAKS,KJ152,Rogan Josh Curry Paste,,6 X 283G,9.18,,2.05,,,,,S,V
HOUSEHOLD CLEANING PRODUCTS,BIO D,HJ116,Handwash - Lime & Aloe Vera,Anti Bacterial,5L,9.89,1,16.95,,,,,,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM075,Nature's Bears - chewable,multi vit & min; strawberry,1 X 30,4.44,1,7.95,,,G,,S,
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE471,Peppermint & Licorice,,4 X 15 BAGS,11.5,,3.85,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU059,Pistachio - roasted & salted,,2.5 KG,35.55,,0,,,G,,,V
MILK - NON DAIRY,PROVAMEL,SY043,Soya Milk - sweetened with,calcium & vitamins (Blue),12 X 1L,13.05,,1.45,,,G,,,V
SUPPLEMENTS & REMEDIES,PUKKA,MD117,Organic Aloe Vera Juice,,6 X 500ML,44.16,1,12.99,,,G,O,,V
TEAS,QI,TE342,Afternoon Tea,,6 X 25 BAGS,6.08,,1.35,,F,G,O,,V
GRAINS,SUMA BAGGED DOWN,QS079,Rice - white pudding,,5 KG,9.85,,,,,G,,,V
COFFEE,SUMA,TE400,Suma Decaffeinated,Strength 4 Swiss Water Method,6 X 227G,21.56,,4.79,,F,G,O,,V
YOGURTS; COWS MILK (CHILLED),RACHELS DAIRY,CV164,Luscious Low Fat Vanilla,,6 X 150G,3.86,,0.85,,,G,O,S,
BISCUITS CRACKERS & CRISPBREAD,KALLO,BT378,Sea Salt & Balsamic Rice Cakes,,6 X 122G,6.71,1,1.79,,,,,,V
BISCUITS CRACKERS & CRISPBREAD,SAF EXPRESS,BT361,Raw Kale & Spirulina Crackers,,12 X 80G,36.34,,4.05,,,G,,,V
PATE,ORGANICO,GH127,Roast Aubergine Spread & Dip,,6 X 195G,14.63,,3.25,,,G,O,,V
PASTA,LA BIO IDEA,WT102,Papardelle Egg Pasta,,12 X 250G,17,,1.89,,,,O,,
GRAINS,SEEDS OF CHANGE,QS091,Quinoa & Wholegrain Rice,Ready to heat (pouch),6 X 240G,12.1,,2.69,,,,O,,V
BODYCARE,SUMA GLYCERINE SOAP,DY555,Hemp Oil & Vitamin E Soap,No artificial colour;fragrance,12 X 90G,9.8,1,1.39,,,,,,V
MIDDLE EASTERN & AFRICAN FOOD,AL'FEZ,KJ548,Apricot & Coriander Tagine,Pour Over Sauce,6 X 350G,9.5,,2.09,,,G,,S,V
TEAS,CLIPPER,TE628,White Tea with Peppermint,,6 X 26 BAGS,8.54,,1.9,,,G,O,,V
SNACK BARS & FLAPJACKS,TROPICAL WHOLEFOODS,KB678,Organic 5 Fruit Salad Bar,,24 X 40G,13.5,1,0.9,,F,,O,,V
TEAS,TWININGS,TE761,Earl Grey - og,,4 X 50BAGS,15.92,,5.29,,,G,O,,V
BODYCARE,URTEKRAM,DY247,Shower Gel,,6 X 245ML,15.37,1,4.39,,,,O,,V
WINES,RED WINE,RS195,Sangiovese - Era,,1 X 75CL,6.31,1,10.09,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU229,Walnuts - light amber halves,,1 KG,10.09,,,,,G,,,V
BODYCARE,WELEDA,DY647,Pomegranate Body Oil,indulgently firms & renews,6 X 100ML,76.8,1,21.95,,,,,,V
SUPPLEMENTS & REMEDIES,WELEDA,DY456,Arnica Massage Balm,muscular & rheumatic pain,1 X 200ML,10.47,1,17.95,,,,,,V
FRUIT & VEGETABLE JUICES,BIONA,JU185,Vegetable Juice; pressed - og,,12 X 500ML,14.92,1,1.99,,,G,O,,V
FLAKES; BRANS & WHEATGERM,SUMA COMMODITIES,FX502,Wheat Bran,,25 KG,8.95,,,,,,,,V
CHOCOLATE,XYLITOL UK,KB251,Choxy Luxury Dark,,6 X 100G,11.94,1,3.19,,,G,,,V
DAIRY DESSERTS (FROZEN),YORVALE,XL423,Caramel Honeycomb Ice Cream,Luxury Ice Cream,6 X 500ML,12.43,1,3.39,,,G,,S,
TOFU (CHILLED),CAULDRON,CV190,Organic Smoked Tofu,,6 X 200G,9.86,,2.2,,,,O,,V
CHEESE; COWS MILK (CHILLED),LYE CROSS,CV296,Stilton - organic,,12 X 150G,25.84,,2.88,,,G,O,,
HOUSEHOLD CLEANING PRODUCTS,ECOLEAF,HJ050,Multi Surface Cleaner,Anti Bacterial,6 X 500ML,8.59,1,2.29,,,,,,V
TEAS,CLIPPER,TE801,Fairtrade Everyday Decaff,Envelope; string & tagged,250 BAGS,14.7,,,,F,G,,,V
PEANUT; SEED & NUT BUTTERS,CARLEY'S,GH014,Raw Pecan Butter,,6 X 170G,25.88,,5.95,,,G,O,,V
SOUPS,AMY'S KITCHEN,VF248,Cream Of Mushroom Soup,,6 X 400G,6.25,,1.4,,,,,,
GRAINS,SUMA PREPACKS,QS041,Pearl Couscous,,6 X 500G,9.01,,1.99,,,,,,V
SOFT DRINKS,COCOWELL,JU612,Pure Coconut Water - organic,,12 X 330ML,17.54,1,2.34,,,G,O,,V
JAMS & FRUIT SPREADS,DUCHY ORIGINALS,JS089,Raspberry Preserve,,6 X 340G,16.73,,3.69,,,G,O,S,V
FLOURS & BREAD MIXES,DOVES FARM,FG122,Quinoa Flour - G/F; Org,,6 X 110G,13.5,,2.99,,,G,O,,V
CHRISTMAS FOOD,DUCHY ORIGINALS,BT168,Organic Christmas Pudding,,36 X 100G,82.6,,3.09,,,,O,S,
VINEGARS,ASPALL,KJ052,Cyder Vinegar - organic,,6 X 1L,16.16,,3.59,,,G,O,,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ527,Liquid Hand Soap,Lavender & Aloe Vera,5L,16.91,1,27.09,,,,,,V
WINES,RED WINE,RS176,Bonarda Malbec Casa Solera,Mendoza,1 X 75CL,5.24,1,8.39,,,G,,,V
